,index,Company,Abbr,Road No.,Model,Date,HP
359,1,CitiCorp Railmark,CREX,1301-1350,ES44AC,2013,4400.0
360,2,CitiCorp Railmark,CREX,1401-1435,ES44AC,14-Jul,4400.0
361,3,CitiCorp Railmark,CREX,1501-1525,ES44AC,15-Dec,4400.0
362,4,CitiCorp Railmark,CREX,2867,SD40-2,Jun-74,3000.0
363,5,CitiCorp Railmark,CREX,2106 & 2109-10,SD60,Aug-86,3800.0
364,6,CitiCorp Railmark,CREX,5946-5950,SD60,Aug-86,3800.0
365,7,CitiCorp Railmark,CREX,5952-5954,SD60,Aug-86,3800.0
366,8,CitiCorp Railmark,CREX,"5956, 5957 & 5959",SD60,Aug-86,3800.0
367,9,CitiCorp Railmark,CREX,5960 & 5961,SD60,Sep-86,3800.0
368,10,CitiCorp Railmark,CREX,5971 & 5972,SD60,Aug-86,3800.0
369,11,CitiCorp Railmark,CREX,5973 & 5974,SD60,Aug-86,3800.0
370,12,CitiCorp Railmark,CREX,5975-5979,SD60,Aug-86,3800.0
371,13,CitiCorp Railmark,CREX,5980,SD60,Aug-86,3800.0
372,14,CitiCorp Railmark,CREX,5982-5985,SD60,Aug-86,3800.0
373,15,CitiCorp Railmark,CREX,8315,SD40T-2,Mar-78,3000.0
374,16,CitiCorp Railmark,CREX,9926,SD40-2,Sep-78,3000.0
375,0,Diesel Supply Inc.,DLSX,170,SD9,Apr-59,1750.0
376,1,Diesel Supply Inc.,DLSX,189,SD-M,Apr-60,
377,2,Diesel Supply Inc.,DLSX,1213,SW1200,Nov-54,1200.0
378,3,Diesel Supply Inc.,DLSX,1254,SW10,Aug-50,1000.0
379,4,Diesel Supply Inc.,DLSX,1801,SD18M,Jul-59,
380,5,Diesel Supply Inc.,DLSX,2307,SW1500,Nov-68,1500.0
381,6,Diesel Supply Inc.,DLSX,4605,GP9R,Mar-57,
382,0,DOT Rail Services,DRSI,1005,NW2u,Sep-48,
383,1,DOT Rail Services,DRSI,1202,SW9,Jun-51,1200.0
384,2,DOT Rail Services,DRSI,1203,SW1200,Mar-60,1200.0
385,3,DOT Rail Services,DRSI,1204,SW1200,Feb-54,1200.0
386,4,DOT Rail Services,DRSI,1206,SW9,Jun-51,1200.0
387,5,DOT Rail Services,DRSI,1207,SW9,Jun-51,1200.0
388,6,DOT Rail Services,DRSI,1208,SW9,Oct-51,1200.0
389,7,DOT Rail Services,DRSI,1209,SW9,Oct-51,1200.0
390,8,DOT Rail Services,DRSI,1210,SW1200,May-57,1200.0
391,9,DOT Rail Services,DRSI,1221,SSB1200 (SW9u),May-53,
392,10,DOT Rail Services,DRSI,1423,SW14,Sep-50,1000.0
393,0,Ed Burrier Leasing,EBBX,2404,SD20-2,,
394,1,Ed Burrier Leasing,EBBX,7835,B30-7,,3000.0
395,2,Ed Burrier Leasing,EBBX,"8201, 8203 & 8204",C39-8,,
396,3,Ed Burrier Leasing,EBBX,8209,C39-8,,
397,4,Ed Burrier Leasing,EBBX,8501-8504,C36-7,,3600.0
398,5,Ed Burrier Leasing,EBBX,"8506-08, 10-11 & 13",C36-7,,3600.0
399,6,Ed Burrier Leasing,EBBX,8509 & & 8514,C36-7,,3600.0
400,7,Ed Burrier Leasing,EBBX,"8515, 17-19",C36-7,,3600.0
401,8,Ed Burrier Leasing,EBBX,"8520, 23 25 & 26",C36-7,,3600.0
402,9,Ed Burrier Leasing,EBBX,8527-8530,C36-7,,3600.0
403,10,Ed Burrier Leasing,EBBX,8531-8534,C36-7,,3600.0
404,11,Ed Burrier Leasing,EBBX,8535,C36-7,,3600.0
405,12,Ed Burrier Leasing,EBBX,"8536-38, 40, & 41",C36-7,,3600.0
406,13,Ed Burrier Leasing,EBBX,"8592, 8596 & 8604",C39-8,,
407,14,Ed Burrier Leasing,EBBX,8633,C39-8,,
408,15,Ed Burrier Leasing,EBBX,8606,C39-8,,
409,16,Ed Burrier Leasing,EBBX,8610,C39-8,,
410,17,Ed Burrier Leasing,EBBX,8615-8617,C39-8,,
411,18,Ed Burrier Leasing,EBBX,8620 & 8627,C39-8,,
412,19,Ed Burrier Leasing,EBBX,8658,C39-8,,
413,20,Ed Burrier Leasing,EBBX,8630,C39-8,,
414,21,Ed Burrier Leasing,EBBX,8633,C39-8,,
415,22,Ed Burrier Leasing,EBBX,"8636, 46, 48 & 752",C39-8,,
416,23,Ed Burrier Leasing,EBBX,8658,C39-8,,
417,0,Trans-Global Solutions,ECRX,-1,NW2,May-39,1000.0
418,1,Trans-Global Solutions,ECRX,1 (2nd),MP15DC-N,Sep-79,
419,2,Trans-Global Solutions,ECRX,2,NW2,Jun-39,1000.0
420,3,Trans-Global Solutions,ECRX,3,NW2,Jun-47,1000.0
421,4,Trans-Global Solutions,ECRX,5,NW2,Nov-49,1000.0
422,5,Trans-Global Solutions,ECRX,10,GP7,Jun-52,1500.0
423,6,Trans-Global Solutions,ECRX,22,GP9,Apr-55,1750.0
424,7,Trans-Global Solutions,ECRX,31,GP30,Jun-63,2250.0
425,8,Trans-Global Solutions,ECRX,32,SW1200,May-57,1200.0
426,9,Trans-Global Solutions,ECRX,35,SW1200,,1200.0
427,10,Trans-Global Solutions,ECRX,37,SW1200,Feb-56,1200.0
428,11,Trans-Global Solutions,ECRX,62,MP15DC,Oct-79,1500.0
429,12,Trans-Global Solutions,ECRX,175,SW1500,Aug-66,1500.0
430,13,Trans-Global Solutions,ECRX,"190-191, 193",GP40,,3000.0
431,14,Trans-Global Solutions,ECRX,200,GP35,Nov-63,2500.0
432,15,Trans-Global Solutions,ECRX,220,SW1500,Sep-73,1500.0
433,16,Trans-Global Solutions,ECRX,222,SW9,Dec-57,1200.0
434,17,Trans-Global Solutions,ECRX,224 & 225,SW1500,Mar-72,1500.0
435,18,Trans-Global Solutions,ECRX,226,SW1500,Sep-73,1500.0
436,19,Trans-Global Solutions,ECRX,308,SW9,Sep-51,1200.0
437,20,Trans-Global Solutions,ECRX,309,SW9,Sep-51,1200.0
438,21,Trans-Global Solutions,ECRX,446,NW2,Jan-47,1000.0
439,22,Trans-Global Solutions,ECRX,850,GP7,Jan-50,1500.0
440,23,Trans-Global Solutions,ECRX,885 & 886,NW2,Jun-39,1000.0
441,24,Trans-Global Solutions,ECRX,1025,SW7,,1200.0
442,25,Trans-Global Solutions,ECRX,120,SW1200,Nov-57,1200.0
443,26,Trans-Global Solutions,ECRX,1208,SW9,,1200.0
444,27,Trans-Global Solutions,ECRX,1209 & 1212,SW14,,1000.0
445,28,Trans-Global Solutions,ECRX,1300,NW2E,May-49,
446,29,Trans-Global Solutions,ECRX,1302,GP35,Nov-64,2500.0
447,30,Trans-Global Solutions,ECRX,1308,NW2,Mar-49,1000.0
448,31,Trans-Global Solutions,ECRX,1327,NW2,Apr-49,1000.0
449,32,Trans-Global Solutions,ECRX,1331,NW2,Jun-49,1000.0
450,33,Trans-Global Solutions,ECRX,1433,SW14,Jun-50,1000.0
451,34,Trans-Global Solutions,ECRX,1455,SW14,Jul-51,1000.0
452,35,Trans-Global Solutions,ECRX,1458,SW14,Jun-50,1000.0
453,36,Trans-Global Solutions,ECRX,1470,SW14,1951,1000.0
454,37,Trans-Global Solutions,ECRX,1503,SW1500,,1500.0
455,38,Trans-Global Solutions,ECRX,1501 & 1502,SW1500,Apr-68,1500.0
456,39,Trans-Global Solutions,ECRX,1504,SW1500,,1500.0
457,40,Trans-Global Solutions,ECRX,1506,SW1500,,1500.0
458,41,Trans-Global Solutions,ECRX,1507 & 1508,SW1500,,1500.0
459,42,Trans-Global Solutions,ECRX,1509,SW1500,Nov-69,1500.0
460,43,Trans-Global Solutions,ECRX,1530,SW15,,
461,44,Trans-Global Solutions,ECRX,1541,MP15,Mar-75,
462,45,Trans-Global Solutions,ECRX,1500s (Other),MP15DC,,1500.0
463,46,Trans-Global Solutions,ECRX,1601 & 1602,CF7,,1500.0
464,47,Trans-Global Solutions,ECRX,1751,GP10,Apr-55,1800.0
465,48,Trans-Global Solutions,ECRX,1752,GP9R,Mar-59,
466,49,Trans-Global Solutions,ECRX,1775,GP10,Jan-56,1800.0
467,50,Trans-Global Solutions,ECRX,"1801, 1803 and 1808",EMD GP7,Aug-51,
468,51,Trans-Global Solutions,ECRX,2000,GP38,,2000.0
469,52,Trans-Global Solutions,ECRX,2001,GP38-3,,
470,53,Trans-Global Solutions,ECRX,2002,GP38N-3,,
471,54,Trans-Global Solutions,ECRX,2004,GP38-2,,2000.0
472,55,Trans-Global Solutions,ECRX,2100-2103 & 2105,MP20BD,,
473,56,Trans-Global Solutions,ECRX,2106 & 2108-2112,MP20BD,,
474,57,Trans-Global Solutions,ECRX,2452,CF7,May-57,1500.0
475,58,Trans-Global Solutions,ECRX,2473,CF7,Jun-48,1500.0
476,59,Trans-Global Solutions,ECRX,2478,CF7,Dec-49,1500.0
477,60,Trans-Global Solutions,ECRX,2516,CF7,Nov-53,1500.0
478,61,Trans-Global Solutions,ECRX,2534,CF7,May-50,1500.0
479,62,Trans-Global Solutions,ECRX,2545,CF7,Apr-50,1500.0
480,63,Trans-Global Solutions,ECRX,"2560, 2569 & 2572",CF7,Nov-49,1500.0
481,64,Trans-Global Solutions,ECRX,2575,CF7,Apr-50,1500.0
482,65,Trans-Global Solutions,ECRX,2579,CF7,Dec-49,1500.0
483,66,Trans-Global Solutions,ECRX,2580,CF7,Dec-53,1500.0
484,67,Trans-Global Solutions,ECRX,2582,CF7,Jan-51,1500.0
485,68,Trans-Global Solutions,ECRX,"2602, 2604 & 2608",CF7,Apr-50,1500.0
486,69,Trans-Global Solutions,ECRX,2603,CF7,1951,1500.0
487,70,Trans-Global Solutions,ECRX,2631 & 2642,CF7,Sep-48,1500.0
488,71,Trans-Global Solutions,ECRX,2884,GP9E,Jan-55,
489,72,Trans-Global Solutions,ECRX,2916,GP35,Apr-64,2500.0
490,73,Trans-Global Solutions,ECRX,3001,SD40-2,,3000.0
491,74,Trans-Global Solutions,ECRX,3002 & 3003,SD40-2,,3000.0
492,75,Trans-Global Solutions,ECRX,3004,SD40-2,,3000.0
493,76,Trans-Global Solutions,ECRX,3005 & 3006,SD40-2,Nov-78,3000.0
494,77,Trans-Global Solutions,ECRX,3007-3011,SD40-2,Nov-78,3000.0
495,78,Trans-Global Solutions,ECRX,3400,GP40,,3000.0
496,79,Trans-Global Solutions,ECRX,3831,GP9E,Apr-59,
497,80,Trans-Global Solutions,ECRX,3836,GP9E,,
498,81,Trans-Global Solutions,ECRX,4125,GP7,Dec-52,1500.0
499,82,Trans-Global Solutions,ECRX,4466,GP7,Aug-52,1500.0
500,83,Trans-Global Solutions,ECRX,4470 & 4471,GP7,Aug-51,1500.0
501,84,Trans-Global Solutions,ECRX,"4472, 4473 & 4475",GP7,Aug-51,1500.0
502,85,Trans-Global Solutions,ECRX,4476 & 4486,GP7,Mar-51,1500.0
503,86,Trans-Global Solutions,ECRX,4478,GP7,Aug-52,1500.0
504,87,Trans-Global Solutions,ECRX,4518,GP9,Jan-57,1750.0
505,88,Trans-Global Solutions,ECRX,4546,GP9,Mar-57,1750.0
506,89,Trans-Global Solutions,ECRX,5002,GP50,,3500.0
507,90,Trans-Global Solutions,ECRX,5003,GP50,,3500.0
508,91,Trans-Global Solutions,ECRX,5407,GP8,Aug-53,
509,92,Trans-Global Solutions,ECRX,5408,GP8,Dec-50,
510,93,Trans-Global Solutions,ECRX,6011,GP9,Mar-56,1750.0
511,94,Trans-Global Solutions,ECRX,6307,SD40-2,,3000.0
512,95,Trans-Global Solutions,ECRX,6310,SD40-2,Jul-73,3000.0
513,96,Trans-Global Solutions,ECRX,6563,GP35,Feb-64,2500.0
514,97,Trans-Global Solutions,ECRX,"7225, 7226 and 7231",SW900,Oct-56,900.0
515,98,Trans-Global Solutions,ECRX,7359,SD40-2,Mar-75,3000.0
516,99,Trans-Global Solutions,ECRX,"7601, 03-05",TE53-1-4E,Aug-62,
517,100,Trans-Global Solutions,ECRX,7602,TE53-1-4E,Jul-62,
518,101,Trans-Global Solutions,ECRX,7606 & 7607,S3-3B Slug,Jun-72,
519,102,Trans-Global Solutions,ECRX,8419,GP10,Apr-55,1800.0
520,103,Trans-Global Solutions,ECRX,9055 & 9058,GP20,Aug-56,2000.0
521,0,Fadal Associates Group,FAIX,451,GP40u,Dec-68,
522,1,Fadal Associates Group,FAIX,453,GP40u,Nov-69,
523,2,Fadal Associates Group,FAIX,1200,SW1200,Nov-63,1200.0
524,3,Fadal Associates Group,FAIX,3601 - 3603,C30-7,Dec-77,3000.0
525,4,Fadal Associates Group,FAIX,"3604, 05 & 07-08",C30-7,May-78,3000.0
526,5,Fadal Associates Group,FAIX,3609 - 3611,C30-7,Mar-78,3000.0
527,6,Fadal Associates Group,FAIX,3612 - 3614,C30-7,May-78,3000.0
528,7,Fadal Associates Group,FAIX,3615,C30-7,May-79,3000.0
529,0,Wells Fargo Rail,FURX,1161,GP40-3,Jan-67,
530,1,Wells Fargo Rail,FURX,1162,GP40-3,Nov-71,
531,2,Wells Fargo Rail,FURX,1164 & 1165,GP40-3,Jul-66,
532,3,Wells Fargo Rail,FURX,1166 & 1167,GP40-3,Dec-66,
533,4,Wells Fargo Rail,FURX,1168 & 1169,GP40-3,Dec-70,
534,5,Wells Fargo Rail,FURX,1170 & 1171,GP40-3,Jun-71,
535,6,Wells Fargo Rail,FURX,1172-1174,GP40-3,Apr-67,
536,7,Wells Fargo Rail,FURX,1177-1179,GP40-3,Jul-70,
537,8,Wells Fargo Rail,FURX,2268 & 2273,GP40-3,Jun-69,
538,9,Wells Fargo Rail,FURX,2900-2913,GP50,May-80,3500.0
539,10,Wells Fargo Rail,FURX,2915-2939,GP50,Jun-80,3500.0
540,11,Wells Fargo Rail,FURX,2940-2942,GP50,Aug-80,3500.0
541,12,Wells Fargo Rail,FURX,"2943, 44 & 47-49",GP50,Sep-80,3500.0
542,13,Wells Fargo Rail,FURX,3000,SD40-2,Jun-70,3000.0
543,14,Wells Fargo Rail,FURX,3001 & 3002,SD40-2,May-70,3000.0
544,15,Wells Fargo Rail,FURX,3003 & 3004,SD40-2,May-69,3000.0
545,16,Wells Fargo Rail,FURX,3005 & 3006,SD40-2,Jan-70,3000.0
546,17,Wells Fargo Rail,FURX,3007 & 3011,SD40-2,Sep-66,3000.0
547,18,Wells Fargo Rail,FURX,3008 & 3016,SD40-2,Aug-70,3000.0
548,19,Wells Fargo Rail,FURX,3009 & 3010,SD40-2,Mar-70,3000.0
549,20,Wells Fargo Rail,FURX,3012,SD40-2,Feb-75,3000.0
550,21,Wells Fargo Rail,FURX,3014,SD40-2,Aug-66,3000.0
551,22,Wells Fargo Rail,FURX,3015,SD40-2,Nov-66,3000.0
552,23,Wells Fargo Rail,FURX,3013,SD40-2,Sep-71,3000.0
553,24,Wells Fargo Rail,FURX,3012 & 3014,SD40-2,Dec-70,3000.0
554,25,Wells Fargo Rail,FURX,3017-18 & 3022-23,SD40-2,Dec-70,3000.0
555,26,Wells Fargo Rail,FURX,"3019, 3024 & 3028-29",SD40-2,Feb-66,3000.0
556,27,Wells Fargo Rail,FURX,3021,SD40-2,Mar-80,3000.0
557,28,Wells Fargo Rail,FURX,3025,SD40-2,Mar-71,3000.0
558,29,Wells Fargo Rail,FURX,3030-3032,SD40-2,Jan-71,3000.0
559,30,Wells Fargo Rail,FURX,"3033, 35 & 37",SD40-2,Mar-66,3000.0
560,31,Wells Fargo Rail,FURX,"3034, 38 & 45",SD40-2,Feb-66,3000.0
561,32,Wells Fargo Rail,FURX,"3039, 40 & 41",SD40-2,May-67,3000.0
562,33,Wells Fargo Rail,FURX,3043 & 3046,SD40-2,May-70,3000.0
563,34,Wells Fargo Rail,FURX,"3042, 44 & 47",SD40-2,Feb-66,3000.0
564,35,Wells Fargo Rail,FURX,3048 & 3049,SD40-2,Jul-75,3000.0
565,36,Wells Fargo Rail,FURX,3064,SD40-2,Jan-66,3000.0
566,37,Wells Fargo Rail,FURX,3080,SD40-2,Jun-80,3000.0
567,38,Wells Fargo Rail,FURX,7081,SD40-2,,3000.0
568,39,Wells Fargo Rail,FURX,7207-25 & 27,SD40-2,Jun-80,3000.0
569,40,Wells Fargo Rail,FURX,7236-7245,SD40-2,Jan-80,3000.0
570,41,Wells Fargo Rail,FURX,7246-7262,SD40-2,Feb-80,3000.0
571,42,Wells Fargo Rail,FURX,7263-7291,SD40-2,Mar-80,3000.0
572,43,Wells Fargo Rail,FURX,7886,SD40-2,Apr-79,3000.0
573,44,Wells Fargo Rail,FURX,7924-7940,SD40-2,Apr-80,3000.0
574,45,Wells Fargo Rail,FURX,8090-8103,SD40-2,May-80,3000.0
575,46,Wells Fargo Rail,FURX,8104-8136,SD40-2,Jun-80,3000.0
576,47,Wells Fargo Rail,FURX,5514,GP38-2,Aug-71,2000.0
577,48,Wells Fargo Rail,FURX,5520,GP38-2,Sep-71,2000.0
578,49,Wells Fargo Rail,FURX,5550,GP38-2,,2000.0
579,50,Wells Fargo Rail,FURX,5551,GP38-2,Oct-69,2000.0
580,51,Wells Fargo Rail,FURX,5554,GP38-2,Mar-70,2000.0
581,52,Wells Fargo Rail,FURX,5560,GP38-2,,2000.0
582,53,Wells Fargo Rail,FURX,5568,GP38-2,,2000.0
583,54,Wells Fargo Rail,FURX,5569,GP38-2,Sep-69,2000.0
584,55,Wells Fargo Rail,FURX,5570,GP38-2,,2000.0
585,56,Wells Fargo Rail,FURX,5576,GP38-2,Oct-69,2000.0
586,57,Wells Fargo Rail,FURX,5577,GP38-2,,2000.0
587,0,Alstom Remanufacturered Locomotives,GCFX,520 - 525,F59PH,Oct-88,3000.0
588,1,Alstom Remanufacturered Locomotives,GCFX,526 - 535,F59PH,Nov-88,3000.0
589,2,Alstom Remanufacturered Locomotives,GCFX,900-905,F40PH-2,Mar-85,3200.0
590,3,Alstom Remanufacturered Locomotives,GCFX,906-911,F40PH-2,Apr-85,3200.0
591,4,Alstom Remanufacturered Locomotives,GCFX,912-917,F40PH-2,May-85,3200.0
592,5,Alstom Remanufacturered Locomotives,GCFX,918 & 919,F40PH-2,Dec-87,3200.0
593,6,Alstom Remanufacturered Locomotives,GCFX,2201 & 2202,GP38-2,,2000.0
594,7,Alstom Remanufacturered Locomotives,GCFX,2383 - 2389,GP38-2,,2000.0
595,8,Alstom Remanufacturered Locomotives,GCFX,3000,SD40-2,Jun-70,3000.0
596,9,Alstom Remanufacturered Locomotives,GCFX,3001 & 3002,SD40-2,May-70,3000.0
597,10,Alstom Remanufacturered Locomotives,GCFX,3003 & 3004,SD40-2,May-69,3000.0
598,11,Alstom Remanufacturered Locomotives,GCFX,3005 & 3006,SD40-2,Feb-70,3000.0
599,12,Alstom Remanufacturered Locomotives,GCFX,3007 & 3011,SD40-2,Sep-66,3000.0
600,13,Alstom Remanufacturered Locomotives,GCFX,3008 & 3016,SD40-2,Aug-70,3000.0
601,14,Alstom Remanufacturered Locomotives,GCFX,3009 & 3010,SD40-2,Mar-70,3000.0
602,15,Alstom Remanufacturered Locomotives,GCFX,3012 & 3014,SD40-2,Nov-70,3000.0
603,16,Alstom Remanufacturered Locomotives,GCFX,3013 & 3015,SD40-2,Apr-69,3000.0
604,17,Alstom Remanufacturered Locomotives,GCFX,3012 & 3014,SD40-2,Dec-70,3000.0
605,18,Alstom Remanufacturered Locomotives,GCFX,3017-18 & 3022-23,SD40-2,Jan-71,3000.0
606,19,Alstom Remanufacturered Locomotives,GCFX,"3019, 3024 & 3028-29",SD40-2,Feb-66,3000.0
607,20,Alstom Remanufacturered Locomotives,GCFX,3021,SD40-2,Mar-80,3000.0
608,21,Alstom Remanufacturered Locomotives,GCFX,3025,SD40-2,Mar-71,3000.0
609,22,Alstom Remanufacturered Locomotives,GCFX,3030-3032,SD40-2,Dec-70,3000.0
610,23,Alstom Remanufacturered Locomotives,GCFX,"3033, 35 & 37",SD40-2,Mar-66,3000.0
611,24,Alstom Remanufacturered Locomotives,GCFX,"3034, 38 & 45",SD40-2,Feb-66,3000.0
612,25,Alstom Remanufacturered Locomotives,GCFX,"3039, 40 & 41",SD40-2,May-67,3000.0
613,26,Alstom Remanufacturered Locomotives,GCFX,3043 & 3046,SD40-2,May-70,3000.0
614,27,Alstom Remanufacturered Locomotives,GCFX,"3042, 44 & 47",SD40-2,Feb-66,3000.0
615,28,Alstom Remanufacturered Locomotives,GCFX,3048 & 3049,SD40-2,Jul-75,3000.0
616,29,Alstom Remanufacturered Locomotives,GCFX,3080,SD40-2,Jun-80,3000.0
617,30,Alstom Remanufacturered Locomotives,GCFX,3053 - 3072,SD40-2,,3000.0
618,31,Alstom Remanufacturered Locomotives,GCFX,3073 - 3102,SD40-2,,3000.0
619,32,Alstom Remanufacturered Locomotives,GCFX,3103 - 3152,SD40-2,,3000.0
620,33,Alstom Remanufacturered Locomotives,GCFX,6000-6001,SD40-3,Dec-67,
621,34,Alstom Remanufacturered Locomotives,GCFX,6002-6005,SD40-3,Sep-69,
622,35,Alstom Remanufacturered Locomotives,GCFX,6006-6008,SD40-3,1970,
623,36,Alstom Remanufacturered Locomotives,GCFX,6009-6011,SD40-3,Jun-68,
624,37,Alstom Remanufacturered Locomotives,GCFX,6012 & 6018,SD40-3,Oct-67,
625,38,Alstom Remanufacturered Locomotives,GCFX,6013-6016,SD40-3,May-68,
626,39,Alstom Remanufacturered Locomotives,GCFX,"6017, 19 & 20",SD40-3,Feb-69,
627,40,Alstom Remanufacturered Locomotives,GCFX,6021 & 6025,SD40-3,Nov-71,
628,41,Alstom Remanufacturered Locomotives,GCFX,6022 & 6024,SD40-3,Feb-68,
629,42,Alstom Remanufacturered Locomotives,GCFX,6023 & 26-28,SD40-3,1969,
630,43,Alstom Remanufacturered Locomotives,GCFX,6031-32 & 34-35,SD40-3,May-71,
631,44,Alstom Remanufacturered Locomotives,GCFX,"6033, 6036 & 6041",SD40-3,Dec-70,
632,45,Alstom Remanufacturered Locomotives,GCFX,6037-6040,SD40-3,1970,
633,46,Alstom Remanufacturered Locomotives,GCFX,"6042, 45 & 46",SD40-3,May-71,
634,47,Alstom Remanufacturered Locomotives,GCFX,6043-6044,SD40-3,May-70,
635,48,Alstom Remanufacturered Locomotives,GCFX,6045-6048,SD40-3,Aug-71,
636,49,Alstom Remanufacturered Locomotives,GCFX,6049,SD40-3,1969,
637,50,Alstom Remanufacturered Locomotives,GCFX,6050-6053,SD40-3,May-71,
638,51,Alstom Remanufacturered Locomotives,GCFX,6054-6057,SD40-3,Sep-71,
639,52,Alstom Remanufacturered Locomotives,GCFX,"6058, 6062 & 6064",SD40-3,Apr-69,
640,53,Alstom Remanufacturered Locomotives,GCFX,6065 & 6069,SD40-3,Apr-71,
641,54,Alstom Remanufacturered Locomotives,GCFX,6066-6068,SD40-3,Jan-70,
642,55,Alstom Remanufacturered Locomotives,GCFX,6069 & 6072,SD40-3,Sep-70,
643,56,Alstom Remanufacturered Locomotives,GCFX,6074 & 6076,SD40-3,Dec-69,
644,57,Alstom Remanufacturered Locomotives,GCFX,6075 & 77-79,SD40-3,1971,
645,58,Alstom Remanufacturered Locomotives,GCFX,6600 & 6601,SD40-2,Jul-70,3000.0
646,59,Alstom Remanufacturered Locomotives,GCFX,6602-6605,SD40-2,May-69,3000.0
647,60,Alstom Remanufacturered Locomotives,GCFX,6606-6608,SD40-2,Nov-69,3000.0
648,61,Alstom Remanufacturered Locomotives,GCFX,6609-6611,SD40-2,Nov-70,3000.0
649,62,Alstom Remanufacturered Locomotives,GCFX,6612-6616,SD40-2,Jul-69,3000.0
650,63,Alstom Remanufacturered Locomotives,GCFX,6617-6620,SD40-2,Jul-71,3000.0
651,64,Alstom Remanufacturered Locomotives,GCFX,6633 & 6634,SD40-2,Jun-71,3000.0
652,65,Alstom Remanufacturered Locomotives,GCFX,6638 & 6639,SD40-2,Aug-71,3000.0
653,66,Alstom Remanufacturered Locomotives,GCFX,6900 & 6901,SD40,Feb-69,3000.0
654,67,Alstom Remanufacturered Locomotives,GCFX,6904 & 6905,SD40,Nov-67,3000.0
655,68,Alstom Remanufacturered Locomotives,GCFX,7300 & 7301,SD40-2,May-71,3000.0
656,69,Alstom Remanufacturered Locomotives,GCFX,7302-7304,SD40-2,,3000.0
657,70,Alstom Remanufacturered Locomotives,GCFX,7305-7307,SD40-2,Feb-68,3000.0
658,71,Alstom Remanufacturered Locomotives,GCFX,7308,SD40-2,Feb-70,3000.0
659,72,Alstom Remanufacturered Locomotives,GCFX,7309-7311,SD40-2,Feb-71,3000.0
660,73,Alstom Remanufacturered Locomotives,GCFX,7312-7314,SD40-2,Jun-68,3000.0
661,74,Alstom Remanufacturered Locomotives,GCFX,7315 & 7316,SD40-2,May-69,3000.0
662,75,Alstom Remanufacturered Locomotives,GCFX,7317-7319,SD40-2,Sep-67,3000.0
663,76,Alstom Remanufacturered Locomotives,GCFX,7320-7321,SD40-2,Nov-69,3000.0
664,77,Alstom Remanufacturered Locomotives,GCFX,7322-7327,SD40-2,Nov-67,3000.0
665,78,Alstom Remanufacturered Locomotives,GCFX,7328-7333,SD40-2,May-68,3000.0
666,79,Alstom Remanufacturered Locomotives,GCFX,7334-7336,SD40-2,Nov-68,3000.0
667,80,Alstom Remanufacturered Locomotives,GCFX,7337-7339,SD40-2,Nov-71,3000.0
668,81,Alstom Remanufacturered Locomotives,GCFX,8011-8013,GP40-2,1975,3000.0
669,0,General Electric,GECX,748 & 749,SD40-2/SD40T-2,Sep-79,
670,1,General Electric,GECX,"753, 756, & 757",SD40-2/SD40T-2,Sep-80,
671,2,General Electric,GECX,856,SD40-2/SD40T-2,Feb-79,
672,3,General Electric,GECX,2000 - 2002,B23-7,May-72,2250.0
673,4,General Electric,GECX,2866-2868,SD40-2/SD40T-2,Jun-74,
674,5,General Electric,GECX,2870 & 2874,SD40-2/SD40T-2,Sep-76,
675,6,General Electric,GECX,2872-2873,SD40-2/SD40T-2,Mar-78,
676,7,General Electric,GECX,2875-76 & 2878,SD40-2/SD40T-2,Feb-78,
677,8,General Electric,GECX,2879-2880,SD40-2/SD40T-2,Dec-78,
678,9,General Electric,GECX,2897,SD40-2/SD40T-2,Jan-77,
679,10,General Electric,GECX,3000 & 3001,C30-7,Jan-72,3000.0
680,11,General Electric,GECX,3002,C30-7,Oct-76,3000.0
681,12,General Electric,GECX,3003-3006,C30-7,Aug-74,3000.0
682,13,General Electric,GECX,"3007, 08 & 10",C30-7,Aug-74,3000.0
683,14,General Electric,GECX,3009,C30-7,May-72,3000.0
684,15,General Electric,GECX,4000 - 4009,AC4400CW,Mar-97,
685,16,General Electric,GECX,4700-4999,C44-9W,1998,
686,17,General Electric,GECX,"5958, 64-67 & 69",SD60,Sep-86,3800.0
687,18,General Electric,GECX,5986-5989,SD60,Sep-86,3800.0
688,19,General Electric,GECX,"5992, 93 & 98",SD60,Sep-86,3800.0
689,20,General Electric,GECX,6401 & 15,SD40-3,Mar-66,
690,21,General Electric,GECX,7001-7005,ET44AC-T4,,
691,22,General Electric,GECX,7006-7008,ET44AC-T4,,
692,23,General Electric,GECX,"7313, 14 & 20",ET44AC-T4,Jan-66,
693,24,General Electric,GECX,"31538, 29 & 17",7325,,
694,25,General Electric,GECX,7401,B39-8,Jan-84,
695,26,General Electric,GECX,7600 series,C40-8W,,
696,27,General Electric,GECX,7700 series,C40-8W,,
697,28,General Electric,GECX,7800 series,C40-8W,,
698,29,General Electric,GECX,7900 series,C40-8W,,
699,30,General Electric,GECX,8000 & 8001,B39-8E,Mar-88,
700,31,General Electric,GECX,8002,B40-8,Dec-88,
701,32,General Electric,GECX,"8015, 17, 21 & 22",C30-7,,3000.0
702,33,General Electric,GECX,"8025, 26 & 32",C30-7,,3000.0
703,34,General Electric,GECX,"8036, 44, 46, 50 & 52",C30-7,,3000.0
